,0_bdod_0-5cm_mean,0_bdod_100-200cm_mean,0_bdod_15-30cm_mean,0_bdod_30-60cm_mean,0_bdod_5-15cm_mean,0_bdod_60-100cm_mean,1_cec_0-5cm_mean,1_cec_100-200cm_mean,1_cec_15-30cm_mean,1_cec_30-60cm_mean,1_cec_5-15cm_mean,1_cec_60-100cm_mean,2_cfvo_0-5cm_mean,2_cfvo_100-200cm_mean,2_cfvo_15-30cm_mean,2_cfvo_30-60cm_mean,2_cfvo_5-15cm_mean,2_cfvo_60-100cm_mean,3_clay_0-5cm_mean,3_clay_100-200cm_mean,3_clay_15-30cm_mean,3_clay_30-60cm_mean,3_clay_5-15cm_mean,3_clay_60-100cm_mean,4_nitrogen_0-5cm_mean,4_nitrogen_100-200cm_mean,4_nitrogen_15-30cm_mean,4_nitrogen_30-60cm_mean,4_nitrogen_5-15cm_mean,4_nitrogen_60-100cm_mean,5_ocd_0-5cm_mean,5_ocd_100-200cm_mean,5_ocd_15-30cm_mean,5_ocd_30-60cm_mean,5_ocd_5-15cm_mean,5_ocd_60-100cm_mean,6_soc_0-5cm_mean,6_soc_100-200cm_mean,6_soc_15-30cm_mean,6_soc_30-60cm_mean,6_soc_5-15cm_mean,6_soc_60-100cm_mean,7_phh2o_0-5cm_mean,7_phh2o_100-200cm_mean,7_phh2o_15-30cm_mean,7_phh2o_30-60cm_mean,7_phh2o_5-15cm_mean,7_phh2o_60-100cm_mean,8_sand_0-5cm_mean,8_sand_100-200cm_mean,8_sand_15-30cm_mean,8_sand_30-60cm_mean,8_sand_5-15cm_mean,8_sand_60-100cm_mean,9_silt_0-5cm_mean,9_silt_100-200cm_mean,9_silt_15-30cm_mean,9_silt_30-60cm_mean,9_silt_5-15cm_mean,9_silt_60-100cm_mean,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temp of Wettest Quarter,Mean Temp of Driest Quarter,Mean Temp of Warmest Quarter,Mean Temp of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter
1_cec_5-15cm_mean,0.023116726686382837,0.018184022192043948,0.016910852509326415,0.01652851169119191,0.018245550502397023,0.01574437540197061,0.23622405394559612,0.20259366763590797,0.33967219697666107,0.2621095345165457,0.9191804940918378,0.22572410943510102,0.018489939137735122,0.00864394943320627,0.012523809037311005,0.011210828490636933,0.016626546242915118,0.009740447889015073,0.01163830594380185,0.008483406608852714,0.005124500375246024,0.009784105845484788,0.01271722639171404,0.005871950331927547,0.03161820419160703,0.034414877897833845,0.03291125030389632,0.03732589571252777,0.026779860537596713,0.03600741962264582,0.031300718444811346,0.03266502936489514,0.04570210974385113,0.038350143167115075,0.040962973854853445,0.03137449710570403,0.03174001083920186,0.02885573996835398,0.03227366209694897,0.025977678317941857,0.032030412501739554,0.025907037593507737,0.02688576842786655,0.0383768756078252,0.03370610805097883,0.03607748943575527,0.027501853643599805,0.03349065818371953,0.029302683102646592,0.014332201960113856,0.026423106599703303,0.017360879016663052,0.024706873624219236,0.015623618410390791,0.024537504943814018,0.029392239744303637,0.027005842846585953,0.024834696737051947,0.026628564598805336,0.027774217621447325,0.04052746964352049,0.013476368703195893,0.060816451583064465,0.05169733500864939,0.039948573911144,0.04728519012843083,0.03981185593553461,0.04629976800821628,0.03750171563530347,0.04829656108705247,0.04628183857191221,0.04557856827342479,0.05482484094142702,0.023441640498984468,0.035040758816587685,0.053092352129126996,0.027240194131671776,0.03930691655281563,0.03317154423958616
1_cec_60-100cm_mean,0.013546513298198002,0.013230716315294917,0.009369409184996898,0.011090179191239613,0.008091815392164884,0.01000329549223632,0.14407625728499934,0.4179704490097737,0.299594705454308,0.3926588887358457,0.22657075701358545,0.9049871805731577,0.00927290727214586,0.01006814962376652,0.008577442790343795,0.00619704969342745,0.014948581752090507,0.00869774952895034,0.01562266682191602,0.005626890924109089,0.007601820678112242,0.012630610111560176,0.011893265432530014,0.005972231586796582,0.015450009891368804,0.019881857909763812,0.01744205642764647,0.023599071187503675,0.01720941634373496,0.02290410630040806,0.01032904454608876,0.031757230543412555,0.023842047288499504,0.02871422822830765,0.023648114126813426,0.027593368645770788,0.019504190134412815,0.01616148385885901,0.011121599278923337,0.016959804886596312,0.01620628479588443,0.011873579840533093,0.033412616646037674,0.04296857173697608,0.04004599342767295,0.0441783994454118,0.0394634452747222,0.044868495945003486,0.026650324205380032,0.014853167484522842,0.0212580222942201,0.01682218166754513,0.028269038568238095,0.014655014816130555,0.021754713088461202,0.02484135239771915,0.020543310433568593,0.020547476490959168,0.025519165651484106,0.024662210232627227,0.0289591807496919,0.018610828845607618,0.048459658176203346,0.05104652065364597,0.024315382382906137,0.03880521606021193,0.030123477092646792,0.03224084231167601,0.03091523561991427,0.037865412299997826,0.033488441472887584,0.04614642055023178,0.04105085249118038,0.01831345993501991,0.025835555951575863,0.042932298379595675,0.020513525431018382,0.03043588036333084,0.028745825325398863
2_cfvo_0-5cm_mean,0.007930624492237446,0.02228154416844401,0.00908989746935703,0.021131186381308426,0.010954787832595497,0.0244976063573004,0.013338070410335207,0.013571515419023754,0.012364280815541254,0.01112780769027252,0.017711762995646287,0.008825707710320116,0.906859716472003,0.16709259776874963,0.2982104558073564,0.22484728514212793,0.35313126716902493,0.18434406876431497,0.004008166601580769,0.003265002913472966,0.005895216714899716,0.008340819600109675,0.007669227243667807,0.0049903979118945535,0.01266710744683399,0.003872175314067665,0.008662754251471566,0.0112403066034941,0.009183523251717483,0.008003038627660372,0.017855313585028818,0.012807642681430632,0.015921986165368662,0.003608891017258811,0.015337507617080899,0.004252121654385501,0.007757431364819276,0.008578786433045583,0.010659669096662524,0.007548945961492088,0.014773195603570452,0.009438001961687334,0.019826098712195518,0.01896017052377581,0.015945579129374787,0.01984546520990106,0.018673394815764518,0.016443313509743335,0.011329501996915767,0.007810384624000989,0.011734938256125586,0.008910847173465799,0.01557880276146857,0.007672040943999835,0.018120577608319838,0.011141048473054872,0.012753923461594515,0.012767342038178834,0.01626366245481901,0.01582348873810967,0.019894830268178076,0.010575220094979102,0.02933906435969925,0.027092913074861925,0.024534897267699644,0.018817685687673714,0.018952789728735056,0.014424520574377094,0.019922983085029194,0.020489449920013936,0.023692758591115744,0.023443729238786893,0.022696999851881196,0.02537509521138945,0.02165403353714287,0.020709434016512797,0.020959366270032698,0.02130721197693549,0.01688715248645801
2_cfvo_100-200cm_mean,0.010236201332453029,0.01854218192085336,0.02085542924777033,0.019156549906302577,0.018505621320362063,0.019338417511433836,0.009217854161572362,0.007922636818888383,0.008079784514227762,0.007634399550493166,0.008547061301983808,0.01050847028793741,0.1674185994512411,0.9230370270492193,0.19638051225793826,0.2565176806263287,0.1677922867277645,0.34453065257941956,0.007165222628068956,0.01177023026536393,0.01137248988073506,0.012146216685534082,0.007361598903504967,0.00848491857055034,0.007722091298070426,0.010717848763035312,0.0034538412815607253,0.006822222235229651,0.011050725121593245,0.007283141311306169,0.016114623407254614,0.008708254111288444,0.009338832364978098,0.01120979557926245,0.013434688035465558,0.002447689246149241,0.011146297843152644,0.005690560492645463,0.007961970850727682,0.005147626206152085,0.01206425161450891,0.006560817529929168,0.017634758312032373,0.016738570558875624,0.015182630607344984,0.021292496188896795,0.018602898311930665,0.019754377930635624,0.0170481072811887,0.012387741045628781,0.014921239565664528,0.01484506545748529,0.01661932728360683,0.013793965245464336,0.01172878968976503,0.01400883064881481,0.008994119902324977,0.01083849344510189,0.010620286155711664,0.01403694046471583,0.023944142099966984,0.01271616518158714,0.03188877320074649,0.023869670817499487,0.02255361006411704,0.026442220087931175,0.019204449131436763,0.01777213744811462,0.01800532922752757,0.02372415415452534,0.017296463053454152,0.02237777513350158,0.025237424313601917,0.02619164316673372,0.01863091036651346,0.0224067131886739,0.029501769543920326,0.02459328421774883,0.023769635216909703
2_cfvo_15-30cm_mean,0.007476801337029598,0.018719917325285468,0.019084422958589847,0.019102414597778644,0.02036850412135181,0.019763901222717255,0.008381398121117283,0.0064722651498481994,0.012265662833092592,0.01509408423809984,0.012793374063740866,0.009301609490866026,0.2983291890016271,0.19632271788351427,0.924626786468826,0.3001415039320203,0.34324145127606764,0.22942422117022446,0.009239639010063288,0.008258488223668242,0.009484302299098782,0.008720955031648624,0.006948058591569205,0.004399885903494381,0.008251375495847918,0.006510436203022888,0.00936389219585656,0.006780610154113166,0.011580689273212047,0.00426457256491484,0.014549219534602873,0.00854570771995628,0.013495549683191258,0.009953394420957376,0.014299425641492938,0.0008933562460516646,0.012764733463575411,0.007887944921121952,0.010307667093869391,0.00633590941397478,0.010032224463464186,0.0061095932691959745,0.012344753053737221,0.016201503607317043,0.015483034202331965,0.014617697478067081,0.012587210997763436,0.013133018888264271,0.01150645374328565,0.005770400668704421,0.011867496370209901,0.01623266411555479,0.010337314989495585,0.0098973267579638,0.012927018319023367,0.011272086361376025,0.011605742972917622,0.012080763741171304,0.014325705973757565,0.013758734359529708,0.021286768600233135,0.011015198885997755,0.0272757423331829,0.025961707734005975,0.019608695828352594,0.018642287498748404,0.015541082779139428,0.014076125565552376,0.016734592639704074,0.020996377686248735,0.020308937449405193,0.021410879511908756,0.018137954022887138,0.020725597991259625,0.014574740398819307,0.017766148932656923,0.017384442753644015,0.016679240712184223,0.01530536310297147
2_cfvo_30-60cm_mean,0.011324649842783849,0.017917126527991097,0.021093091844860117,0.022093713684148208,0.017458347523813488,0.022614471277872045,0.010367936132505303,0.007431018842746204,0.01162922938442777,0.006825103445526379,0.011158468727996227,0.006251935747345583,0.2247968380418696,0.25669929367378475,0.2987799824460697,0.9242457412295464,0.23923502852211026,0.31321357657440313,0.008314769866249884,0.0060261335440077125,0.005649051229304355,0.006429650881825111,0.00822302254344304,0.004279002036698884,0.00952359041606272,0.008246336552059582,0.0024635519749064997,0.004003175228260696,0.007048926752415429,0.011213634560501664,0.016016314116468255,0.006370552508727952,0.011357670913657398,0.006585140648492123,0.014945412786257346,0.0014006757984002087,0.012632526194799423,0.009741956534351854,0.009538016572447123,0.004642925971833933,0.013345136560269769,0.0018230562514298966,0.01365551301405442,0.014227207936348338,0.010882615620691241,0.013492206622135029,0.010811377801488558,0.01155871795463939,0.01714975644551879,0.012371436555112036,0.012054928454642122,0.014633273022972012,0.016773187444424572,0.014807405738923992,0.014460843581510938,0.011761778776766334,0.014530347309727125,0.012857212723351212,0.014559356877887238,0.013716304828356115,0.023691501178647413,0.012765566052051617,0.03162359870694768,0.027043791629951915,0.024500087387482872,0.028132728366525084,0.023851945214419527,0.019061280973636362,0.019798048865079645,0.023876008860052856,0.024686033277995997,0.020389124635669414,0.01859303310935799,0.022997775106396362,0.019918565145301825,0.01856456323850003,0.022527453248531296,0.017344810586928012,0.016451835255374858
2_cfvo_5-15cm_mean,0.01237603908457922,0.016116214833177548,0.014149187475379786,0.022712690424189504,0.013545045873946325,0.017596552791792227,0.015473989865297378,0.017924276324361683,0.016032350938822895,0.01692654761113242,0.016554928776591298,0.015319808636877229,0.354499306197814,0.1676068968419526,0.3432712984219574,0.2390023718789807,0.9110493061006893,0.18838150302833068,0.005054411276942166,0.01093604938874678,0.007715186278354922,0.00966292013262517,0.0017660858861577302,0.006317045275070001,0.01256742528358276,0.005565349803725463,0.010109707927152612,0.009403575144695359,0.012215951289548343,0.007327042733815068,0.019388152995682858,0.010819640577274579,0.011091552239084855,0.005431160471919835,0.01725269533282859,0.008492369756286151,0.01342517970576163,0.008169845270203594,0.009829256154297191,0.012259634413147449,0.01602612348620732,0.011289497682069025,0.013841626054751992,0.018257935626400636,0.01673379977015852,0.024139694462185942,0.013679632822860104,0.01688677696759782,0.015359055923083698,0.00525168916353736,0.009651913169983652,0.005946644760731259,0.015351714375607525,0.007818221700211316,0.01911318983388794,0.01621656497515167,0.017922704882228274,0.014853526629833932,0.016226846565241725,0.020176255216212836,0.02657413856710599,0.011518571334083938,0.03235206556145094,0.034015260819344244,0.02317831021991781,0.024184280367646756,0.023766423990401027,0.02279080101783742,0.027432641256506247,0.025158780458886892,0.028394491096577743,0.021879089009637493,0.022527750925642603,0.021920745321046417,0.02101881751886989,0.022724513065465742,0.021273404468725245,0.022693493667015587,0.021377812376875194
2_cfvo_60-100cm_mean,0.007229189539448681,0.019678134915644383,0.021702422608639336,0.02359308520984716,0.01726429963713438,0.02012532964533467,0.012971223554692426,0.006836786891974791,0.010583491283982505,0.007986142394930923,0.010220127449514218,0.008434089111424677,0.1845590639039067,0.343643137806842,0.22901055486846572,0.31323974308697916,0.18808213606701746,0.9287183525337253,0.009391491072517206,0.012847690903836003,0.008490908397284487,0.008464001474115204,0.009990971815658134,0.012618287130501749,0.0069435467220109945,0.011255528972294428,0.0036857825325484453,0.0073245365821184944,0.007645134891161754,0.007486935054341269,0.01149620421154051,0.005310838280114216,0.011272445544101044,0.009352833184108256,0.0083853679424202,0.0008459440489741518,0.010672425770704293,0.006437777008074377,0.010844140901659697,0.007760222969448433,0.013030090766132091,0.0040724765066103554,0.01735808083860644,0.013885287815613033,0.010096000028439247,0.02032127061713377,0.014353556021179216,0.015981300894264916,0.016320544725719564,0.013124933455842674,0.015526851349928051,0.01733846709383085,0.015471728310068232,0.015635706153337484,0.015391150115279292,0.011031056861647416,0.012169038251731143,0.01355221705075115,0.01607489118958007,0.01469543840868558,0.02113676097389585,0.012078458457062265,0.02564045974037526,0.0207076493420348,0.027188284226669517,0.024043027210194433,0.025915685261455,0.019526270166159935,0.017993225454630626,0.023272579612239868,0.018269925568913263,0.022709893311289853,0.020155079654513765,0.024531576127773576,0.018700683122441896,0.022504920368103542,0.024825372225917477,0.017432444302838534,0.020814352095878206
3_clay_0-5cm_mean,0.013625475366951854,0.015592158071352735,0.011748623580028341,0.014832987192344485,0.008563619439891828,0.01657524190453767,0.02054943267501787,0.014158868785705736,0.008960488931586744,0.013085586832603977,0.011864827058253266,0.015166424486013446,0.004293520787253457,0.007325064220667623,0.008842599282406273,0.00851707495703671,0.005162948367296577,0.009392699118146294,0.9276655372034126,0.11143286574889372,0.2067217306225317,0.13593305640791223,0.3366831922817663,0.12125801666502038,0.032430645424465054,0.017945768969729645,0.02513305486626856,0.02331642052906993,0.021121772041847002,0.020731681393496758,0.01969481095529356,0.007736108650364307,0.01098279358334394,0.01723503873396612,0.027408379579784738,0.007956204744040938,0.02354098575486575,0.007804671520290816,0.015280846052152464,0.012365440998801967,0.02027326829797637,0.012191391161788693,0.01650020248245811,0.017267668873763804,0.014542905926351924,0.015094616994730447,0.01799100899831645,0.014712028368046188,0.06454375266768284,0.07025123622264347,0.0704989196822963,0.06463878381392778,0.06291112197810071,0.07178496655776913,0.01741112527941474,0.014060382801256056,0.015714181413576098,0.012085183770877334,0.016520404864244106,0.012598569812157037,0.02193740794853905,0.014856136617893893,0.03611998023299546,0.03729297730806946,0.026674411199857834,0.03699015839033217,0.028627108916461662,0.028090418358553484,0.02020668772898427,0.03347526679701864,0.03215120997848816,0.03288889395694001,0.031000980816995313,0.02940986761731602,0.024458319147402333,0.03832174137018202,0.026973469889041413,0.04057259563124997,0.024146318999410867
3_clay_100-200cm_mean,0.014027947369107268,0.01853450347241994,0.011671906066317019,0.01476455989175104,0.008983818757861218,0.01481506691871193,0.01227876796413927,0.006571272207802595,0.003487955982313165,0.005601005980804768,0.00836443903776009,0.00514650865012669,0.003936102510022557,0.011489880333762127,0.00864434326015415,0.005975122870389951,0.010905729994668835,0.01245944823703422,0.11099612167898613,0.927243863375847,0.1644593549229076,0.2679061092704309,0.11258898598559894,0.33718858342550584,0.025790362302663464,0.012492781943818821,0.016036921861834263,0.01771925861395404,0.018652063505771192,0.01355005951731991,0.028196490854720493,0.008935112562194794,0.012557527666929297,0.0089535791289218,0.017834190282719695,0.006563059876860806,0.02792874007930273,0.008833106857624395,0.012967169729539431,0.011181094525651717,0.0206368295219102,0.008197713957864387,0.023538734315485758,0.02118368171663054,0.016797232886319458,0.020600555446476557,0.01631262672774208,0.018234781245078765,0.026765241079236012,0.06114180144366617,0.0380273163306977,0.05082200918873603,0.026576566824223224,0.059239513582229245,0.008678832948865066,0.011020355486532884,0.011232584644647861,0.013440916884687345,0.009472757729961706,0.014111230534523584,0.035458029654794415,0.014008607868427512,0.03327071460809676,0.04148684039514567,0.03423273337306325,0.04131762823697254,0.03872706096869769,0.029870390109848245,0.031213961179892908,0.0415345436509842,0.037029071174480704,0.03668259910942165,0.04142027098828432,0.021363774448149606,0.02873268661005262,0.04608961336290751,0.019881345280060286,0.03683808890028822,0.01627929515733897
3_clay_15-30cm_mean,0.01454001566676081,0.013239063439654203,0.009723770710273447,0.01160743162119369,0.008180674927550612,0.013377693349038955,0.01536439754539247,0.0056422481003469,0.009119429481138816,0.0092130740186694,0.005007003203589108,0.006898308915114386,0.006013095095083078,0.011574164779715245,0.009443640079861803,0.005828469432266294,0.007523401814189667,0.00879966434269711,0.20634654141099168,0.16485200561721902,0.9271220943772225,0.22222897778706951,0.2195474702123818,0.18881914169424152,0.02398213105278224,0.015406019795291352,0.018388887279634683,0.015448416474885325,0.022744425910155942,0.0198070071290017,0.021005467431949854,0.00216987180262642,0.00986006460318796,0.006386753599076325,0.0190826864916606,0.00794779549495332,0.02199877256618968,0.007549538242380231,0.009658152624843248,0.008710123938247313,0.01768323504286828,0.00750538656104949,0.017437542409958404,0.016423455786489814,0.017814806378152654,0.015225014987917446,0.012952237431864778,0.01346814941924122,0.040660670103710266,0.06339860310375708,0.05994389543788799,0.060459119994672454,0.0476370064231043,0.06406094929067989,0.007978587844426475,0.015462455564917798,0.014636642648932975,0.015239157141335263,0.009865970538402293,0.01610413557814659,0.024906371060154902,0.012376598817800096,0.029844209542270503,0.036229321075644985,0.026002434785973548,0.03374496421901497,0.027877492563867817,0.02544266451387978,0.025586408608576288,0.031509422582289524,0.03099079765935887,0.02916264885755163,0.031227613602488283,0.02265514051992921,0.02276619084157546,0.040191543600741016,0.025728448933100743,0.03603808223146767,0.019633876154607068
3_clay_30-60cm_mean,0.018641429020765245,0.012437547366776294,0.012632676651923578,0.010775524159622366,0.012336575810952459,0.013449624301959572,0.018019017518791435,0.006222847543259536,0.00752728041988685,0.007854513323026318,0.009435073915633852,0.012587936434197337,0.008065193207730456,0.012341102567526636,0.008641293927112964,0.006259814421269586,0.009780175778585655,0.00852229745428681,0.13591101668526484,0.26743687103835223,0.22224689271780143,0.9248557376088916,0.1353716411890325,0.3521338896837661,0.03709442559684816,0.015952399883999345,0.01907766903441345,0.02122391510979371,0.023276086981725994,0.015589802185388081,0.025758884112082596,0.0047273231784521405,0.010132281491192325,0.011641341890216268,0.015992791059400272,0.0035225175386862677,0.02567638082807414,0.004773768442118866,0.01706723357274839,0.013306270877119119,0.01987658233584196,0.006151168353383624,0.022377303716639516,0.019654731312291705,0.017958745680407343,0.0161956025396981,0.017984973027575298,0.020380447131651293,0.03483689622947102,0.06101806480735608,0.046037958788578935,0.05811814437382783,0.035325882141389424,0.06053154566053405,0.01107397696713131,0.013661768756460699,0.01270603293480318,0.014446618179329561,0.011731058922168412,0.01743973470861012,0.029887779708941194,0.014543999858063279,0.034371985577733064,0.03924109633727889,0.03377634985021734,0.040080368973316585,0.03218408285830303,0.03529099769918023,0.03114816782440877,0.03958465693435216,0.03545682788273176,0.0330460508054124,0.03904991656533186,0.016834355096889724,0.025058980752107888,0.046168937699734194,0.021784267049371475,0.03586015384147216,0.01818912831264551
3_clay_5-15cm_mean,0.013499056675335451,0.01127363410799485,0.00762799704018607,0.014867541556858852,0.010007236899964115,0.012174296682135202,0.016643643924744673,0.016345191524188476,0.013658326188592982,0.012872241124065128,0.012464086934440927,0.012040335764672824,0.007422168078064478,0.007445000398526902,0.007202036470111963,0.008291906279128892,0.0019283495085124693,0.009825009201948223,0.33662835976995903,0.11233793316095367,0.2206120153546017,0.1352843723474399,0.9227993561196692,0.12038984192546895,0.03267378273348351,0.014685885160462105,0.018680346132795195,0.01944180539100511,0.020226608366082702,0.014292704551098144,0.020143324310859776,0.004823252793334348,0.010806578352020086,0.016370955411748843,0.019356459362063073,0.010549107226311902,0.02266560556302391,0.005874240118488478,0.015171949473238272,0.016247527266159013,0.017452344984592902,0.016572052953277357,0.014786607918284046,0.013220874866051537,0.010022801263689108,0.012855754379898542,0.011215666445447841,0.014994886143870007,0.05682487996939538,0.0699055213644156,0.06272549187631456,0.06900866131530904,0.06134373689678975,0.07033537280166796,0.012977982182635907,0.019715770847030044,0.014630528832889813,0.016148182048069157,0.017845096378495403,0.018915647935429394,0.020497992777479542,0.012236476846274153,0.03413095552605492,0.0348772860642451,0.025372103880776823,0.03693061159433651,0.027855299059188623,0.02296628705375991,0.022008090785689854,0.028807711502509836,0.02540572706254239,0.02704827199905879,0.03283503293617493,0.02278789655143572,0.018026544458936068,0.03475898981554382,0.028334511985126536,0.034021824952670913,0.02185960966600578
3_clay_60-100cm_mean,0.021117325463371944,0.017527870862308725,0.011739656124882293,0.013220680282020154,0.010641649511906435,0.016895601175206214,0.01281244453833972,0.004435097674240802,0.0033269880526387435,0.005722387498219881,0.005795958255178035,0.006271044925259179,0.00512949655209407,0.00913862032178253,0.004420600764282278,0.004379371549358113,0.006974699078149639,0.01240662181889699,0.12124106340849955,0.33861413579694494,0.1885106738228421,0.3525351991308327,0.12012858694809797,0.9290078436466915,0.030649212745046207,0.013736016109170024,0.013852159010555328,0.01698430230892806,0.022604286466115155,0.012929198680120057,0.02955967600387628,0.0,0.013413683712647347,0.007451377891601404,0.01652721149430007,0.008444947554748821,0.024412349399538083,0.006115828379110241,0.01419112514213609,0.009580934233206604,0.02499533064769596,0.014399475446179272,0.02092805347061683,0.021543571575504496,0.018223856698412408,0.017736922018256395,0.019418282443047448,0.019203347134256747,0.03077298789884188,0.061628971263245506,0.038386307928168766,0.05273271497870716,0.028416500058761087,0.061988199764342555,0.007575265712766,0.011135622861404943,0.009622549024440446,0.012782281664149318,0.007632003562869183,0.015497928174347503,0.033347482847833794,0.010508859485860092,0.03288993365198911,0.04065766309284618,0.039961639817228105,0.03769092008111278,0.03209180689791383,0.03304549207136605,0.030067013561181105,0.03936474778426609,0.03355481723268892,0.03550791114237849,0.0444138400847145,0.018588789953151993,0.026467886932830524,0.0497271227080824,0.019824907127159935,0.03747921101475259,0.019186764090601494
4_nitrogen_0-5cm_mean,0.07695209819341216,0.023254661677551358,0.040936366147321074,0.025846397973477347,0.05462571232353153,0.02797871778388469,0.05993180588272913,0.015116778429040707,0.020419640746969524,0.0171796463450604,0.031475976219149944,0.015767837945693378,0.012396307327889006,0.0072452288906552,0.00797209418171274,0.00994155729734425,0.012130412780415939,0.006731308680934317,0.03223710115759209,0.02541993726570583,0.02401243604488704,0.037297460503832605,0.03231099317021791,0.030510586549219818,1.0,0.07533297270404185,0.12512705433495017,0.09039492542193546,0.5522541505744076,0.07769724599973298,0.14210933700601422,0.014024709660605835,0.07330927263819025,0.04059621397053799,0.0882252824016143,0.012720549202293728,0.14766899176427312,0.03513849774004727,0.09255202044393142,0.05618007858430046,0.11024693233213556,0.045206915667226386,0.04829039175480516,0.03409693269600863,0.04597766888002512,0.03834740594828839,0.04776372653886895,0.036499015627992,0.02754473595303584,0.025690945974596934,0.02609007738213692,0.029188724681515923,0.027072595019996693,0.03346895130876934,0.027680156646409774,0.022855983778482147,0.02578701257844491,0.024629468374282662,0.026019874110459373,0.022803065637055073,0.06523465948338127,0.05123244083500309,0.2571356143047654,0.2488085587814179,0.0836347578388155,0.07758719785695903,0.05863756146193981,0.065716048743343,0.07264632242060333,0.08161818458633471,0.07512273776335969,0.05588368941106011,0.06037319351896966,0.08123462158317803,0.18066616863660376,0.06379957439130228,0.09226572382389374,0.057241763388202256,0.0758225988543835
4_nitrogen_100-200cm_mean,0.04118058009703694,0.017271675176607503,0.022544726845706225,0.0197524402134568,0.0338515159276367,0.019027121559473115,0.039741477517504564,0.022712767740466006,0.027338509796222526,0.02666260993041575,0.034586316474438425,0.01955163035720888,0.004078897710101468,0.010616064679482356,0.006109241900331547,0.008497131045336545,0.0056202378428060855,0.0112175758903965,0.017417249783817992,0.012909148205876523,0.015113044030199311,0.01594558251794972,0.014247319846617678,0.013557284674911642,0.07526786986292226,0.9752970248178134,0.13186990972241477,0.20155602951466894,0.09699789306393605,0.2900009745501761,0.04565850258002875,0.028414224290384253,0.0383207712220118,0.040123587201720746,0.051309301896446266,0.03086517707376953,0.05136371700475887,0.05577849344471848,0.056655281910726746,0.05914361550784226,0.05137347042029015,0.05615696237038536,0.01545572142394453,0.009741320681564712,0.014682610390214755,0.01348106514165104,0.014144291282102962,0.010166925780800586,0.03253743620583882,0.03092984131751725,0.029246397032087024,0.027508913999995853,0.028578390937349905,0.026644071579412534,0.026756596700014783,0.02097554634501202,0.02255448362726041,0.018075386386266098,0.025705588547527324,0.022916993471888147,0.03152034956821387,0.029578797607327293,0.0480448802351256,0.040750570401979165,0.04150718229879955,0.04294062409551045,0.027644984341279467,0.03760075704850556,0.03481770040045307,0.04452805769105709,0.03745827144709401,0.03278843735198632,0.03900822260427454,0.02808560527237339,0.03255627913387841,0.04356415269703299,0.030190921714974336,0.037843683705555596,0.02762039782146561
4_nitrogen_15-30cm_mean,0.06046546104883334,0.02462158079107084,0.04263333328196608,0.02834600420565555,0.05030463555002923,0.03302822061675287,0.043865213677658874,0.017173612737076075,0.02500977309845748,0.020585056545742896,0.032781534677798714,0.017251530750206474,0.00887118326010903,0.003189325757448202,0.00959426952637258,0.002712371495525715,0.00994928907224903,0.0039168190338347226,0.025114945000678773,0.016063512422650267,0.01850649461209097,0.019183552165981454,0.01830271457705589,0.013942011005750118,0.12515123292479405,0.13184985417334094,0.9850219164954871,0.20725951529159387,0.1880502662566365,0.15686654948470968,0.08364557286277768,0.022604103333278325,0.08114325442065166,0.05587945516132825,0.07998389736759805,0.027389999234694876,0.09308802501314568,0.05207525982360082,0.10192155353681825,0.07715217860815181,0.10365700958471778,0.06014414948679353,0.0281081471924005,0.020042501578617082,0.02336094375873063,0.02239278953929788,0.025402974652661968,0.014834599262113628,0.025847523816279347,0.025935362516710872,0.023724019369338913,0.021815698874145476,0.02519818406504752,0.020066399027190165,0.023515925611748315,0.021497385872059488,0.020847501957833085,0.0224052691147874,0.02088472031334793,0.020086166491555365,0.03994631288100298,0.0396664991169879,0.04931721297791696,0.03890782899617676,0.06024864296523042,0.04746890010912527,0.03610021761717427,0.04048669989622903,0.04170395059693941,0.05519408395718771,0.04418366662953992,0.0421118958001327,0.0418251390602155,0.04274760383930613,0.04037341348690574,0.046590681950310006,0.0466911904284358,0.044774360258677544,0.03700814656306782
